date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
11/23/2018,0.4,-3.5,1.5,0.2,0,71,6.1,14.4,1020.1,198
11/24/2018,2.5,0.2,5.2,0.2,0,168,7.9,24.5,1013.1,0
11/25/2018,4.8,3.7,6.6,0.1,0,128,11.2,27,1010.7,54
11/26/2018,2.2,0.6,3.9,0.3,0,46,15.1,32,1011.7,0
11/27/2018,-0.8,-2.2,0.6,0,0,53,9.7,25.6,1020.9,0
11/28/2018,0,-2.7,3.6,0,0,123,11.9,33.8,1025.3,294
11/29/2018,4.4,0.2,8.2,0,0,171,19.4,41,1018.9,216
11/30/2018,3.3,1.8,4.9,1.1,0,192,18,42.8,1014.3,0
12/1/2018,5.2,2.8,7.9,0,0,218,18.7,41,1014.4,144
12/2/2018,8.5,5.9,11.7,5.5,0,210,27,51.1,1003,0
12/3/2018,10.4,8.6,12.3,6,0,216,21.2,47.9,1001.3,132
12/4/2018,5.1,-1.7,10,0.2,0,273,19.1,46.8,1016.8,228
12/5/2018,1.8,-2.2,5.7,0,0,174,15.1,33.5,1025.6,318
12/6/2018,6.7,3.6,10.2,0,0,211,22.7,42.5,1016.8,12
12/7/2018,10.1,4.5,11.4,2.7,0,221,31.7,85,1006.8,0
12/8/2018,5.7,3.3,8,2,0,232,37.1,68,1003.1,42
12/9/2018,5.9,2.9,8.6,2.8,0,248,37.1,75.6,997.9,42
12/10/2018,2.5,0.7,3.9,0.3,0,270,27.7,59,1014.9,54
12/11/2018,2.9,2,4.1,0,0,282,24.8,48.6,1018.5,150
12/12/2018,1.3,0,2.5,0.5,0,351,12.2,29.2,1023.6,0
12/13/2018,-1.2,-1.9,0,0,0,62,11.2,28.4,1022.3,0
12/14/2018,-1.2,-3,-0.6,0,0,73,11.9,30.6,1023.6,0
12/15/2018,-1.7,-2.7,-1,0,0,91,10.1,22,1025.9,0
12/16/2018,-2.1,-4.5,0,0.2,0,154,9,23.4,1015,0
12/17/2018,2,-1,5.5,0,0,210,14,31.3,1020.3,150
12/18/2018,2.9,-0.2,6.5,0,0,199,15.1,31,1024.2,366
12/19/2018,2.6,0.1,4.3,0,0,173,17.3,32,1016,0
12/20/2018,4.2,1.2,6.1,0.1,0,203,17.6,36,1014.5,36
12/21/2018,7.6,5,11.3,1.1,0,213,34.6,75.6,1006.3,0
12/22/2018,8,5.6,10,1,0,251,31.3,73.1,1010.2,0
12/23/2018,5.7,2.8,7.8,12.6,0,244,17.3,37.4,1017.2,0
12/24/2018,1.9,-0.4,3.8,0.6,0,321,19.1,39.6,1025,0
12/25/2018,1.9,-0.6,3.1,0,0,259,17.6,33.5,1032.8,0
12/26/2018,2,1.1,2.8,0,0,255,20.9,38.9,1030.7,0
12/27/2018,3.2,0.6,6.6,0,0,255,14,25.9,1026.5,342
12/28/2018,1.5,-1.5,3.5,0,0,257,15.1,29.2,1027.8,24
12/29/2018,2.6,0.6,4.8,2.6,0,247,23.8,55.4,1028,6
12/30/2018,5.3,4.3,6.6,0,0,278,25.6,67.7,1027.3,6
12/31/2018,5.8,4.4,7.3,0.2,0,264,14.4,29.5,1031,0
1/1/2019,5.3,-0.1,6.9,3.7,0,262,29.2,69.8,1023.5,0
1/2/2019,1.1,-1.5,2.8,0,0,318,27.4,55.1,1028.3,132
1/3/2019,-1.4,-5,1.2,0,0,292,17.6,31.3,1035.3,396
1/4/2019,0.5,-0.9,2.5,0.7,0,271,20.2,41.8,1031.7,0
1/5/2019,5,2.5,6.8,2.2,0,291,28.1,53.6,1022.9,0
1/6/2019,4.2,2.6,5.5,0.8,0,308,13,36.4,1027.8,0
1/7/2019,4,3.3,4.8,0.4,0,271,23.8,51.8,1027.5,6
1/8/2019,3.7,0.9,5,0.5,0,255,36,68.4,1008.1,6
1/9/2019,0.2,-0.6,1.7,2.1,0,313,30.6,59.8,1010.8,0
1/10/2019,-1.4,-3.6,-0.1,0.3,30,344,14.4,32.4,1023.2,0
1/11/2019,-0.2,-2.5,2.9,4.1,40,246,21.2,40.3,1020.7,0
1/12/2019,3.3,2.1,4.4,1.6,10,250,24.8,50,1014.6,0
1/13/2019,5.1,3.1,7.4,3.2,0,254,31.7,77,1001.3,0
1/14/2019,2,-0.4,5.2,0.2,0,294,28.8,61.2,1007.2,6
1/15/2019,2.8,0.6,4.7,0,0,256,33.8,62.6,1015.1,0
1/16/2019,3.7,0.9,5.1,0,0,228,25.9,54,1009.4,12
1/17/2019,3.2,-0.5,5.7,1.5,0,235,29.5,63.4,1002.6,72
1/18/2019,-1.8,-5.5,0.7,0,0,256,15.5,41.8,1017.8,438
1/19/2019,-4.4,-7.1,-1.7,0,0,81,7.6,16.6,1019.3,426
1/20/2019,-5.7,-9.7,-2.7,0,0,118,6.5,15.1,1018.7,438
1/21/2019,-6.2,-10.4,-1.6,0,0,255,7.2,18.4,1022.2,264
1/22/2019,-7,-10.9,-1.5,0,0,195,10.1,22.3,1011.4,444
1/23/2019,-7.9,-10.6,-4.9,0,0,72,7.6,23.8,1002.9,132
1/24/2019,-5.8,-8,-4.4,0.5,0,28,6.5,17.3,1010.6,0
1/25/2019,-4.4,-5.9,-1.1,2.1,20,255,13.7,38.9,1014.4,54
1/26/2019,2.2,-1.1,4.4,1.3,40,234,29.2,57.2,1004.4,0
1/27/2019,4.1,1.2,6.7,0,0,205,24.8,45,989.9,48
1/28/2019,1.5,-0.2,3.1,0.1,0,236,26.6,51.1,992.4,36
1/29/2019,0,-2.4,2,0,0,241,17.6,47.2,1004.3,48
1/30/2019,-0.9,-4.3,1.8,0,0,143,15.5,40.7,996.6,0
1/31/2019,-0.3,-3.7,3.6,0,0,179,13.3,30.6,998.3,444
2/1/2019,0.4,-3.9,4.4,1.8,0,99,9.4,28.1,993,0
2/2/2019,-0.1,-0.8,0.6,0.2,20,353,5,12.6,997.4,0
2/3/2019,0,-2.5,0.9,0,0,322,16.6,36.4,1015.2,0
2/4/2019,-0.3,-4.4,4.3,0,0,221,15.5,33.5,1027.9,420
2/5/2019,0.4,-2.1,3,0,0,226,18.4,40.7,1027.5,30
2/6/2019,0.9,-3,7.6,0,0,199,13,23,1025,390
2/7/2019,1.5,-2.2,4.8,0,0,211,19.8,51.1,1013.9,0
2/8/2019,4.4,1.8,7.1,0,0,205,27,56.5,1013.7,192
2/9/2019,6.6,4.2,9.5,0,0,223,38.9,69.8,1006.7,264
2/10/2019,6.1,3.6,8.3,1.8,0,206,34.9,76.3,998.2,0
2/11/2019,2.7,0.9,4.9,0.2,0,272,28.1,57.6,1012.6,156
2/12/2019,2.2,0.8,4.1,0.2,0,280,19.1,45.7,1030.8,30
2/13/2019,3.4,-0.2,7.8,0,0,243,19.1,43.6,1035.2,12
2/14/2019,2.7,-2.4,9.9,0,0,223,12.2,28.4,1036.4,354
2/15/2019,4.1,-2.8,11.8,0,0,209,11.2,19.8,1033.8,534
2/16/2019,7.5,2.5,15.7,0,0,203,10.8,28.1,1027,534
2/17/2019,6.5,-1,13.9,0,0,173,13,29.9,1024,498
2/18/2019,7.2,-0.9,14.3,0,0,199,12.2,25.2,1019.4,546
2/19/2019,5.2,1.1,9.3,0,0,229,19.1,43.6,1018,150
2/20/2019,4.5,-0.4,8.7,0,0,235,15.5,34.2,1023.2,48
2/21/2019,6.6,2.7,10.7,0,0,237,17.3,37.4,1026,78
2/22/2019,4.8,-1.9,8,0.8,0,8,16.2,38.2,1035.3,0
2/23/2019,0.6,-3.8,5.8,0,0,80,8.3,23,1041.5,438
2/24/2019,3.1,-4.6,11.4,0,0,217,8.3,18,1039.2,564
2/25/2019,5.6,-2.9,15.3,0,0,241,11.5,19.8,1037.9,564
2/26/2019,6.8,-0.7,16,0,0,258,14,23.8,1033.9,576
2/27/2019,7.3,-2.5,17.2,0,0,234,13,24.8,1026.3,582
2/28/2019,9.1,3.4,14.4,3,0,250,19.8,48.6,1014,432
3/1/2019,7,2.4,9.6,0.5,0,275,18.4,42.1,1012.5,42
3/2/2019,4.4,2.2,7.8,0,0,246,13.7,39.6,1015.4,0
3/3/2019,9.2,7.7,10.4,0,0,225,33.8,67.3,1007.9,0
3/4/2019,8.5,3.5,13.1,1.7,0,223,41,97.9,995.8,222
3/5/2019,4.4,0.9,7.2,0.2,0,237,31,67,1005.7,282
3/6/2019,7,0.7,11.7,0,0,182,23,48.2,1006.2,156
3/7/2019,10.2,6.4,13.8,0,0,208,34.2,77,997.7,240
3/8/2019,6.8,3.6,9.6,0.5,0,232,34.6,73.1,1009.2,246
3/9/2019,7.2,3.1,11.7,1.8,0,235,41.4,97.2,1009.1,300
3/10/2019,6.2,1.3,11,5.5,0,248,31.3,106.6,1005.3,60
3/11/2019,2.4,1.1,4.4,0.5,0,254,34.6,59.4,1014,144
3/12/2019,4.8,0.6,8,0.1,0,225,27.7,77.4,1015.7,318
3/13/2019,5.1,2.2,8.2,0,0,227,38.5,77,1004.4,168
3/14/2019,4.9,3.8,6.4,0.4,0,236,36.4,66.2,1001.3,6
3/15/2019,7.1,4.7,11.3,6.9,0,249,31.3,70.2,1002.7,60
3/16/2019,7.5,5.1,11.4,1,0,243,28.1,68.8,1006.8,0
3/17/2019,6.8,1.7,11,0.8,0,230,28.1,67.7,1003,108
3/18/2019,3.3,-0.2,7.1,0.9,0,246,23.4,52.6,1015.4,300
3/19/2019,2.7,-1.6,6.7,0,0,270,12.6,31,1027.5,234
3/20/2019,4.2,-3.5,11.5,0,0,237,11.5,25.9,1033.7,660
3/21/2019,7.8,-0.9,15.4,0,0,225,9,16.6,1033.9,666
3/22/2019,10.6,2.8,17.8,0,0,126,9.4,26.6,1030.1,654
3/23/2019,10,3.3,17.4,0,0,273,12.6,38.5,1027,630
3/24/2019,6.1,1.9,7.8,0,0,32,9.4,18,1024.8,0
3/25/2019,3.2,-0.7,6.9,0.4,0,273,24.1,56.9,1018.9,288
3/26/2019,4.4,-0.8,7.5,0,0,284,19.8,41,1027.4,84
3/27/2019,6.3,0.2,9.9,0.7,0,289,13.7,26.6,1031.2,66
3/28/2019,8.2,5.4,11.3,0.3,0,303,10.4,21.6,1033.6,30
3/29/2019,9.1,2.3,14.2,0,0,31,6.1,16.6,1031,276
3/30/2019,10.2,1.2,18.1,0,0,216,12.6,29.9,1022.6,678
3/31/2019,6.9,2.3,10.2,0,0,,11.5,32.8,1022.7,150
4/1/2019,5.5,-0.5,10.9,0,0,61,13.3,36.4,1022.8,708
4/2/2019,9.6,-0.1,17.8,0,0,128,11.5,41,1009.9,498
4/3/2019,10.5,3.2,14.7,1.4,0,136,13,55.4,1002,162
4/4/2019,6.7,3,11.2,0,0,312,12.6,33.8,998.9,36
4/5/2019,7.1,5.2,10.6,0,0,344,9.4,26.6,1004.7,24
4/6/2019,11,6,17.4,0,0,62,10.8,31.7,1005.3,504
4/7/2019,12,4,17.4,0,0,71,11.5,39.2,1005.9,570
4/8/2019,12.4,7.2,17.7,0,0,27,9,29.9,1008.7,360
4/9/2019,6.2,2.7,9.5,0,0,49,11.2,27,1012.7,54
4/10/2019,4.2,-0.3,9.5,0,0,42,13,39.6,1015.7,582
4/11/2019,2.7,-1.9,7,0,0,56,14.4,45,1022.3,360
4/12/2019,1.2,-0.8,3.1,0,0,56,11.9,29.9,1024.3,0
4/13/2019,0.7,-1.5,4.3,0,0,27,9.4,24.1,1022.9,66
4/14/2019,0.9,-2.7,3.2,1.5,0,22,10.8,27.4,1024.2,6
4/15/2019,6.7,0.2,12.4,0,0,42,10.1,38.2,1025,606
4/16/2019,8.4,-0.1,15.8,0,0,61,12.6,35.6,1020.1,756
4/17/2019,10.5,3.1,17.1,0,0,46,12.2,34.6,1023.9,756
4/18/2019,12.6,5.3,19.1,0,0,56,13.7,49,1027,762
4/19/2019,13.8,4.5,21,0,0,47,11.2,42.1,1029.5,774
4/20/2019,13.9,3.8,20.6,0,0,45,7.9,25.9,1028.5,774
4/21/2019,13.6,3.7,20.6,0,0,61,9.4,28.8,1021.1,774
4/22/2019,12.2,5,19.2,0,0,61,15.5,52.9,1012.8,774
4/23/2019,13.1,5.1,19.9,0,0,82,18.4,45.4,1003.1,630
4/24/2019,17,8.4,26.1,0.2,0,92,15.8,76.7,1002.5,660
4/25/2019,16.5,6,25.1,0,0,140,12.6,36.7,1008.5,720
4/26/2019,10.8,7.7,16.1,4,0,260,20.5,44.6,1011.2,246
4/27/2019,9.5,5.1,16.3,4.2,0,227,18,60.1,1013.3,318
4/28/2019,7.9,3.1,12,0.2,0,274,10.8,26.6,1018.3,198
4/29/2019,6.5,1.7,9.5,9.6,0,289,17.6,44.6,1020.2,0
4/30/2019,9.5,2.8,15.9,0,0,346,13.3,34.2,1018.5,798
5/1/2019,12,5,17.9,0,0,282,14,31.7,1014.1,360
5/2/2019,11,4.7,16.5,0.1,0,272,15.5,37.8,1007.9,600
5/3/2019,7.3,3.5,10.5,4,0,297,15.5,37.1,1009.4,138
5/4/2019,3.3,0,7.4,4.5,0,293,12.2,37.8,1008.4,216
5/5/2019,4.8,-0.5,9.3,0,0,298,10.8,27,1017,348
5/6/2019,5.6,1.5,9.1,0,0,276,13.3,32,1019.1,192
5/7/2019,7.1,3.7,11,0,0,253,9.4,24.8,1017.4,126
5/8/2019,9.5,4.3,12.3,6.6,0,171,16.9,56.9,1004.9,60
5/9/2019,11.1,6.8,15.6,0.1,0,212,19.8,41.4,999.8,390
5/10/2019,11,7.2,15.1,0.8,0,260,19.4,46.4,1008.5,348
5/11/2019,7.9,5.9,9.4,24,0,36,12.6,43.6,1012.6,0
5/12/2019,8.1,4,13.2,0,0,334,16.6,36.7,1029,498
5/13/2019,7.7,0.9,13.6,0,0,345,11.9,37.4,1035.5,702
5/14/2019,7.1,2.5,12.1,0,0,14,13.3,40.7,1031.1,474
5/15/2019,6.1,0,9.9,0,0,23,11.9,32,1025.2,204
5/16/2019,6.5,5.8,7.2,0.9,0,15,7.9,21.6,1016.1,0
5/17/2019,10.8,5.7,15.9,0,0,83,9.7,26.6,1009,252
5/18/2019,13.5,2.8,20.3,0,0,26,8.3,23,1005.7,804
5/19/2019,14.3,7.1,21.3,0,0,268,10.8,36,1003.8,504
5/20/2019,14.4,9.1,21.4,16.8,0,282,13.3,43.6,1001.7,150
5/21/2019,14.2,12.7,19.2,0.2,0,331,18,48.6,1005.6,96
5/22/2019,11.6,5,13.8,0,0,294,18,41.8,1016.1,108
5/23/2019,13,3.9,19.2,0,0,274,9.4,32.4,1017.9,816
5/24/2019,15.3,7.8,20.9,0,0,244,9.7,28.4,1014,654
5/25/2019,13.6,7.6,18.2,0,0,307,10.1,27.4,1014.9,690
5/26/2019,14.8,6.7,21.1,0,0,232,17.6,41,1013.1,774
5/27/2019,15,12.6,18.2,0.8,0,244,13.7,35.6,1008,144
5/28/2019,12.3,9.4,16.8,5.1,0,292,8.6,34.6,1007.6,36
5/29/2019,10.8,6.6,15.7,0,0,19,10.4,30.2,1020.5,438
5/30/2019,14.2,5.3,20.1,0,0,217,16.2,36,1023.7,546
5/31/2019,17.8,12.5,22.9,0,0,254,11.2,24.8,1023.3,456
6/1/2019,19.3,10.7,25.5,0,0,254,9.4,28.4,1021,726
6/2/2019,22.6,14.5,29.4,0,0,190,12.2,27,1015.9,894
6/3/2019,22.7,15.6,30.6,0,0,198,16.6,69.1,1012.6,672
6/4/2019,21.5,12.2,28.6,0,0,174,9.7,29.2,1010.6,852
6/5/2019,24.9,17,31.4,0,0,132,11.9,31.3,1005.7,780
6/6/2019,16.5,9.9,21.5,2,0,254,18.7,55.1,1009.9,210
6/7/2019,15.8,7.2,23.4,2.9,0,148,14.8,75.6,1012.8,636
6/8/2019,15,9.4,20.1,0,0,228,25.6,75.6,1020,582
6/9/2019,17.2,8.7,23.9,0,0,101,10.8,31.7,1021.5,618
6/10/2019,18.9,14.3,25.7,2.5,0,199,10.1,31.3,1012.2,324
6/11/2019,18,13.5,22.9,0.9,0,293,12.2,43.9,1009.5,210
6/12/2019,15.1,11.8,19.8,0.3,0,302,10.4,46.4,1009.5,108
6/13/2019,17.2,11.9,23.9,0,0,208,11.9,42.8,1014,396
6/14/2019,21.3,12.1,29,0,0,178,13.7,38.9,1014.7,420
6/15/2019,21,15,26.2,0,0,258,17.6,52.6,1011,660
6/16/2019,16.1,11.9,20.2,0.1,0,229,7.9,21.6,1019.8,6
6/17/2019,19.2,10.3,25.8,0,0,116,9,25.9,1019.8,732
6/18/2019,22.1,14,29.4,0,0,87,7.6,31.7,1014.2,648
6/19/2019,24.1,16,30.7,6.3,0,225,11.5,33.5,1008.2,696
6/20/2019,19.6,13.8,25.2,7.2,0,241,14,51.8,1010.8,378
6/21/2019,18.3,14.3,23.4,0,0,295,10.1,25.2,1017,444
6/22/2019,19.3,13.1,25.2,0,0,44,12.6,38.5,1019.1,522
6/23/2019,21.1,13.6,27,0,0,60,13,38.2,1019.4,888
6/24/2019,22.9,15.4,28.7,0,0,75,10.4,31,1020.8,894
6/25/2019,26.1,17.4,34.2,0,0,159,10.1,27.4,1019.1,894
6/26/2019,27.2,19.7,33.9,0,0,258,14.8,34.6,1020.4,870
6/27/2019,20.1,12.7,26,0,0,308,13,42.5,1023.7,906
6/28/2019,18,12.4,24.8,0,0,19,9.4,23,1023.6,678
6/29/2019,22.2,10.9,31,0,0,87,7.2,20.2,1019.4,906
6/30/2019,27.7,16.7,35.9,0.1,0,218,17.3,43.6,1012.7,888
7/1/2019,22,15.4,27.3,0,0,295,13.3,42.8,1014.5,396
7/2/2019,16.4,11.4,21.7,0,0,305,14.4,36.4,1020.3,486
7/3/2019,14.9,6.9,21.7,0,0,300,10.1,33.8,1022.6,606
7/4/2019,15.9,6.8,22.9,0,0,329,7.9,27.7,1021.8,852
7/5/2019,18.9,12.3,26.1,0,0,267,15.8,44.3,1015.1,408
7/6/2019,20.1,11.4,28,0.2,0,256,17.3,46.1,1009.1,492
7/7/2019,14.7,10.1,18.8,0,0,309,15.5,39.6,1012.3,150
7/8/2019,13,9.1,17,0,0,284,14.8,37.1,1016.9,120
7/9/2019,13.2,9.3,17.3,0,0,292,14.4,40.3,1018.3,78
7/10/2019,15.2,8,21.3,0.1,0,296,9.7,49.3,1018,456
7/11/2019,15.9,13.1,21.1,4.5,0,266,9.7,35.3,1013.4,90
7/12/2019,15.9,12.9,24.3,16.1,0,245,13.7,50.4,1010.6,354
7/13/2019,15.5,13.1,19,0,0,283,19.1,39.2,1014,102
7/14/2019,15,13.4,17.7,0,0,312,11.2,25.6,1016.9,0
7/15/2019,14.7,9.3,18.4,0,0,307,10.4,32,1017.2,126
7/16/2019,13.6,9.4,18.2,0,0,289,14.4,32.8,1016.8,132
7/17/2019,15.7,10.5,20.5,0,0,300,7.6,22.7,1014.4,288
7/18/2019,18.8,8.3,25.6,0.1,0,241,10.8,42.5,1011.4,654
7/19/2019,18.9,15.5,22.7,1,0,246,11.5,27.4,1013.5,54
7/20/2019,22.1,14.2,30.8,1.1,0,205,15.5,74.9,1012.6,600
7/21/2019,20.3,15,26.2,0,0,267,16.2,45.7,1018.6,630
7/22/2019,20.3,12,26.9,0,0,256,13,45.4,1022.4,510
7/23/2019,24.4,13.5,32.3,0,0,103,7.9,21.6,1020.1,870
7/24/2019,28,18.6,35.1,0,0,81,7.9,25.9,1015.5,864
7/25/2019,28.7,18.4,36.1,0,0,70,9,29.9,1014.8,852
7/26/2019,25.9,20.2,32.2,0,0,49,12.2,39.2,1010.3,816
7/27/2019,23.7,15.9,29.8,0,0,58,14.4,42.1,1002.7,780
7/28/2019,22.4,17,29.3,1.7,0,19,11.9,31.3,1000.4,240
7/29/2019,19.9,16.1,24.1,0,0,274,16.2,32,1008.9,252
7/30/2019,22.3,15.6,29,0,0,272,13,40.7,1011,306
7/31/2019,20,14.9,24.9,0,0,252,13.3,50,1014.4,198
8/1/2019,19,12.2,25.1,0,0,253,10.8,34.2,1016.1,486
8/2/2019,18.2,14.7,26.2,2.2,0,245,9.4,52.9,1013.8,114
8/3/2019,17.5,14.6,23.2,0.1,0,291,9.4,26.6,1014.6,150
8/4/2019,19.2,11.5,25.6,0,0,271,9,33.8,1015.3,516
8/5/2019,19.9,15.7,26.3,4,0,181,11.5,34.9,1011.1,96
8/6/2019,19.6,13.7,26.2,0.8,0,233,16.2,48.2,1009.8,366
8/7/2019,18.3,15.4,20.8,4.2,0,229,14.8,36.4,1007.6,18
8/8/2019,18.8,13,25.6,0,0,235,20.5,52.9,1011.3,522
8/9/2019,21.8,14.5,29.3,14.6,0,182,11.2,39.6,1010.4,414
8/10/2019,20.8,16,25.1,0,0,221,24.8,55.1,1011.7,258
8/11/2019,20.5,13.9,27.2,0,0,221,16.6,48.2,1014.3,498
8/12/2019,17.7,12.8,22.8,0.7,0,250,15.1,45,1014.8,384
8/13/2019,15.7,10.8,21.1,0,0,242,19.4,50.8,1016.2,576
8/14/2019,15.5,10.5,21.5,0.1,0,255,12.6,33.5,1017.3,630
8/15/2019,16.3,12.9,20.7,2.4,0,206,22.3,54,1012.3,102
8/16/2019,17.2,12.9,22.8,0,0,248,15.5,33.8,1015.6,408
8/17/2019,18.8,13.1,22.5,0.9,0,203,22,59.8,1010.6,0
8/18/2019,20.6,16.2,29.7,1.8,0,219,19.4,58,1007.4,378
8/19/2019,18.8,13.5,24,0,0,269,14,46.8,1015.6,468
8/20/2019,15.7,10.3,21,0.2,0,246,10.8,20.2,1022,90
8/21/2019,16.6,9.1,22.6,0,0,294,9.4,27,1027.1,672
8/22/2019,18.1,8,25.7,0,0,87,7.9,26.6,1025.8,768
8/23/2019,19.6,9.4,27.8,0,0,131,9.7,37.1,1024.5,774
8/24/2019,21.1,11.1,28.2,0,0,86,8.3,31,1021.1,648
8/25/2019,23.4,15,31.2,0,0,50,7.9,31.7,1018.2,564
8/26/2019,23.6,16.5,31,0,0,142,9.7,34.2,1017.6,594
8/27/2019,22.5,16,30.1,0.7,0,221,9,43.2,1016,456
8/28/2019,24.3,17.8,32.4,0.3,0,185,12.2,38.2,1014,384
8/29/2019,20.9,16.5,28.9,8.1,0,208,10.4,47.9,1017.3,324
8/30/2019,21,15.1,28.1,0,0,145,8.6,26.3,1020.6,516
8/31/2019,23.9,15.2,31.8,0,0,162,9.7,26.3,1013.9,678
9/1/2019,19.6,13.7,24.6,0,0,260,17.3,50,1011.9,252
9/2/2019,14.4,8,20,0,0,284,13,34.2,1021.5,576
9/3/2019,15.6,6.3,23.7,0,0,233,15.8,42.1,1022.6,600
9/4/2019,17.9,9.2,26,0.7,0,219,15.8,47.9,1015.4,732
9/5/2019,15.3,9.5,20.2,0,0,278,19.1,44.6,1017.3,306
9/6/2019,13.1,6.1,19.6,0,0,262,7.6,22.3,1022.6,702
9/7/2019,11.9,5.4,18.5,0.6,0,242,11.2,32.4,1018.1,132
9/8/2019,12.5,6.9,17.1,10.7,0,247,8.6,38.9,1016.8,66
9/9/2019,11.9,8.5,14.6,2.4,0,301,14,36.4,1013.3,0
9/10/2019,12.8,7.3,19.1,0,0,251,12.6,28.8,1017.2,468
9/11/2019,14.5,5.8,21.7,0.1,0,220,15.5,40,1022.1,624
9/12/2019,17.1,13.5,23.4,0.3,0,238,18.7,42.1,1027.1,354
9/13/2019,16.8,12.4,22.3,0,0,249,15.5,37.1,1030.1,78
9/14/2019,14.2,9.4,19.3,0,0,48,9.4,28.8,1031.8,636
9/15/2019,16.7,6.8,25.9,0,0,237,16.2,37.8,1021.8,636
9/16/2019,14.3,10.4,17.8,2.6,0,281,10.8,27.4,1018.7,0
9/17/2019,11.4,7.3,16.7,0,0,275,20.5,51.5,1018.5,276
9/18/2019,9.9,3.9,16,0,0,289,16.9,35.3,1024.3,318
9/19/2019,9.6,3.6,14.5,0,0,323,10.4,27.4,1028.6,348
9/20/2019,9.5,1.3,17,0,0,243,9,20.5,1028.4,666
9/21/2019,13.6,4.5,21.9,0,0,127,8.3,24.5,1021.1,672
9/22/2019,16.5,6.8,25.6,0,0,103,9.4,29.5,1011.6,666
9/23/2019,14.7,10.4,18,0,0,247,14.8,39.6,1013.1,6
9/24/2019,15.4,10.6,20.6,0.1,0,216,11.2,31,1011.6,204
9/25/2019,13.9,10.6,17.8,3.1,0,217,17.3,38.9,1006.6,84
9/26/2019,15.1,10.8,19.6,1.1,0,208,16.9,37.1,1010.6,228
9/27/2019,14.7,12.1,16.7,3.3,0,223,21.6,43.6,1010,96
9/28/2019,14.5,11.4,18.4,0,0,225,26.6,57.2,1012,198
9/29/2019,15.3,12.3,18.6,0.7,0,217,31.7,68.4,1004,114
9/30/2019,13.5,10.3,16.2,1,0,249,36.7,92.2,1005.4,258
10/1/2019,14.7,10.2,18.7,7,0,221,30.2,62.6,1002.6,264
10/2/2019,9.9,5.3,14.4,7.5,0,271,18,39.6,1006.4,168
10/3/2019,9.1,7.1,13,0,0,260,23.8,46.1,1014.7,54
10/4/2019,8.8,7.1,11.3,10,0,193,15.8,42.1,1008,0
10/5/2019,7.9,4.4,10.8,0.2,0,340,17.6,54.4,1013,24
10/6/2019,6.5,2.6,9.4,0,0,116,10.4,30.2,1017.6,54
10/7/2019,6.4,1,11.6,0,0,55,8.6,25.2,1018.4,402
10/8/2019,11.2,8.4,13.3,5.4,0,215,23.4,49,1008.6,0
10/9/2019,11.1,8.4,14.5,1.4,0,221,22.3,47.5,1008,162
10/10/2019,9.8,7.9,12.8,0.6,0,236,24.8,51.1,1012.6,108
10/11/2019,12.2,9.1,14.4,0,0,215,27,53.6,1014.6,48
10/12/2019,16.6,11.7,21.2,0,0,219,27,55.4,1011.4,534
10/13/2019,19.6,15.7,24.2,0,0,203,23.4,44.6,1011.9,444
10/14/2019,18.8,13,25.2,0,0,190,12.2,28.1,1012.4,528
10/15/2019,16.7,11.4,21.3,1.6,0,203,11.9,52.9,1006.2,390
10/16/2019,12.5,10.3,14.6,0.3,0,232,26.6,57.6,1010.6,180
10/17/2019,13.9,12.5,15.9,1.6,0,200,20.2,43.2,1012.2,78
10/18/2019,13.1,8.9,18.3,2.7,0,205,19.1,54.7,1010.1,252
10/19/2019,12.5,9.4,14.9,0,0,190,19.8,43.2,1008.9,0
10/20/2019,14.7,12,18.4,0,0,201,9,23.4,1009,120
10/21/2019,14.1,9.1,17.7,0,0,221,9,18.7,1017.2,6
10/22/2019,12.7,9.4,17.1,0,0,314,8.3,18,1023.2,426
10/23/2019,10.3,8.8,11.9,0.2,0,45,7.9,19.4,1017.7,0
10/24/2019,11.5,6.9,16.4,0.1,0,223,10.1,37.4,1010.8,246
10/25/2019,13.2,9.8,15.7,0,0,217,18,39.6,1019.2,240
10/26/2019,14.3,9.4,18.7,0,0,215,21.2,43.9,1016.9,450
10/27/2019,10.2,2.1,15.5,1.5,0,243,19.1,49.3,1017.8,0
10/28/2019,3.8,-0.3,9.6,0.3,0,251,11.2,21.6,1022.6,132
10/29/2019,4.7,1.8,8.5,0,0,30,6.8,19.8,1024.6,174
10/30/2019,2.6,-1.1,6.7,0,0,67,7.9,26.6,1028.8,150
10/31/2019,0.2,-2,3.5,0,0,91,7.6,21.2,1025.7,162
11/1/2019,1.9,-4.1,9.3,0.1,0,172,13.7,34.6,1011.7,174
11/2/2019,12.9,9.3,16,0.2,0,203,23,52.9,993.8,66
11/3/2019,11.5,9.9,14.5,8.2,0,184,16.9,45.7,988.7,102
11/4/2019,9.8,6.5,12.7,0.3,0,215,17.6,41.8,990.6,78
11/5/2019,7.8,4.1,10.7,0,0,223,18,36.7,996.6,48
11/6/2019,7.1,4.2,9.5,1.3,0,222,15.8,34.2,1001.2,12
11/7/2019,8,5.3,11.1,0.2,0,189,18.4,51.1,1002.1,180
11/8/2019,5.2,3.9,6.7,10.3,0,343,10.8,25.9,1005.9,0
11/9/2019,4.4,0.3,6.8,0.2,0,254,14.8,32.4,1008.2,24
