date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
12/7/2017,3.7,0.2,6.1,0.6,0,220,29.9,63.7,1016,396
12/8/2017,2.1,-1.1,5.4,0.2,0,242,25.9,56.5,1007,228
12/9/2017,-0.3,-1.5,0.3,0,10,240,32.8,62.3,1009.4,6
12/10/2017,-0.6,-3.3,5,2.5,0,198,31.7,67.7,992.8,0
12/11/2017,5.1,2,7.2,2.2,0,186,22.3,63.7,983.7,0
12/12/2017,2.5,-0.8,6.7,0,0,231,32,70.2,1002.5,102
12/13/2017,1.3,-1.7,3.6,0.4,0,204,29.5,66.6,1006.6,162
12/14/2017,2.4,0.4,4,4.6,0,222,31.3,86.4,992.4,66
12/15/2017,1.3,0.2,3.2,0.1,10,213,13,41,996.2,150
12/16/2017,0.7,-1.3,2.3,0.8,0,253,15.5,33.5,1008,30
12/17/2017,0.9,-0.4,2.2,0,0,266,16.9,33.5,1019.9,6
12/18/2017,0.6,-0.6,2.7,0,0,197,11.5,25.9,1024.4,168
12/19/2017,1.1,-0.2,2.2,0.2,0,257,15.5,30.6,1031.7,0
12/20/2017,2.7,1.4,4.4,0.2,0,244,11.9,19.8,1032.8,6
12/21/2017,4.9,3,6.1,1.5,0,256,20.2,39.2,1031.7,0
12/22/2017,4.7,3,7.2,0,0,260,11.5,24.5,1032.7,78
12/23/2017,6.2,2.2,8.2,0,0,249,28.1,56.9,1029.3,6
12/24/2017,7.2,6.3,8.3,0,0,241,34.2,60.8,1023.2,6
12/25/2017,4.4,0.5,6.8,0,0,221,19.8,41,1017.2,24
12/26/2017,4.2,2,8.6,1.3,0,219,28.4,63.4,1003.7,186
12/27/2017,3.4,1.5,7,0.1,0,179,16.6,34.2,990,60
12/28/2017,1.7,-1,3.2,0,0,256,18,42.8,995.8,18
12/29/2017,0.6,-0.2,3,0,0,215,23.4,50,1005.8,216
12/30/2017,4.5,-0.3,10.6,0.6,0,212,29.5,69.1,1001.5,0
12/31/2017,10.5,7.8,12.2,0.2,0,222,32.8,68.4,1003.3,42
1/1/2018,6.7,3.7,10.7,0.9,0,213,32.4,66.6,1001.6,186
1/2/2018,3.4,1.4,5.4,2,0,236,24.8,51.5,1007.5,72
1/3/2018,5.5,3.5,8.6,3.7,0,227,45.4,90,992.6,78
1/4/2018,6,4.4,8.9,0.4,0,228,31,73.8,995.3,0
1/5/2018,6.6,3.9,8.6,0.2,0,230,29.9,76.3,997.8,18
1/6/2018,5.9,3.7,7.8,7.8,0,199,10.4,33.5,1008.4,36
1/7/2018,1.3,0.1,3.8,0.5,0,49,18.4,40.3,1024.6,0
1/8/2018,-0.4,-1.1,0.2,0,0,60,17.3,37.8,1027.6,0
1/9/2018,0.4,-0.9,2.3,0.3,0,41,13,30.6,1015.9,0
1/10/2018,4.6,-0.4,8.2,0,0,196,11.5,25.9,1012.3,126
1/11/2018,3,1.1,4.6,0.1,0,177,6.1,15.8,1016.5,0
1/12/2018,2.7,2.1,3.4,0.1,0,40,6.8,15.8,1025.7,0
1/13/2018,0.6,-1.4,2.1,0,0,65,11.5,30.2,1027.6,0
1/14/2018,-0.4,-1.9,1.5,0,0,104,14,32.8,1025,72
1/15/2018,1,-1.8,3.8,0.2,0,179,28.1,63.4,1012,204
1/16/2018,2.9,0.2,6.2,1.5,0,226,30.6,74.2,993.1,90
1/17/2018,0.5,-0.4,1.4,0.6,10,246,32.8,67,998.2,84
1/18/2018,3,0.9,8.5,0.3,20,237,42.5,130,997.6,120
1/19/2018,0.6,-1,1.6,4.5,0,240,13.7,30.6,1006.9,6
1/20/2018,0.7,-1.1,1.7,7.2,20,192,13.3,34.2,1005.5,84
1/21/2018,-0.8,-3,0.3,2.1,120,307,11.9,26.3,1012,12
1/22/2018,0.8,-1.9,2.5,0.7,140,203,19.4,40.3,1010.5,0
1/23/2018,3.7,1.9,6,0.3,60,239,21.2,53.6,1021.3,0
1/24/2018,8.2,5.8,10.7,0,0,216,31.3,61.6,1017.8,102
1/25/2018,8.4,6.9,10,3,0,206,24.1,57.6,1013.2,0
1/26/2018,5.7,3.9,7.3,0.5,0,258,8.6,19.8,1017.8,0
1/27/2018,3.8,0.3,7,0,0,244,11.5,55.4,1029.6,216
1/28/2018,6.1,4.5,7.9,0,0,231,35.6,69.1,1028.2,0
1/29/2018,8,5.1,9.5,0.3,0,239,38.9,75.2,1023.2,36
1/30/2018,3,0.6,5.9,0,0,251,19.8,54,1026.9,384
1/31/2018,5.8,1.7,8.2,0.8,0,203,27,60.5,1008.5,36
2/1/2018,2.3,-0.7,4.7,0.1,0,229,21.2,48.2,1001.1,228
2/2/2018,1.1,-1.5,3.5,0,0,217,22.3,44.3,1003.6,84
2/3/2018,0.9,-0.9,2,2.4,0,259,13.7,29.5,1005.6,18
2/4/2018,-2.1,-4.8,0.1,0.6,30,27,13.3,27.4,1017.3,0
2/5/2018,-4.1,-6.6,-2,0.1,30,72,9,28.4,1027,12
2/6/2018,-6,-10,-3.3,0,30,48,6.8,18.7,1017.6,156
2/7/2018,-4.1,-8.4,-1.2,0,20,39,5.8,15.8,1015.7,402
2/8/2018,-2.6,-4.5,-0.9,0,20,43,5,11.2,1019.8,204
2/9/2018,-4.3,-11.1,-0.5,0,20,185,8.6,18.4,1017.2,114
2/10/2018,0.3,-1.4,2.2,0,20,213,13.7,31,1015.5,150
2/11/2018,1.1,-0.4,2.6,0.2,0,215,25.6,57.2,1005.2,6
2/12/2018,-0.5,-3.9,2.8,0.5,0,239,18.4,41,1011.8,60
2/13/2018,-1.2,-4.6,3.1,0,10,198,13.7,25.2,1016.2,504
2/14/2018,-2.3,-7.4,3.1,0,0,155,10.8,25.6,1019.4,528
2/15/2018,0,-3.3,2.3,0.1,0,183,21.2,50,1017.1,0
2/16/2018,1.3,-2.5,5.3,0,0,243,17.6,43.2,1024.4,366
2/17/2018,-1.1,-3.5,1.2,0,0,46,8.6,21.6,1024.7,0
2/18/2018,0.3,-2.4,4,0,0,165,8.3,21.6,1027.4,210
2/19/2018,-1.3,-3.9,1.4,0,0,173,9,20.5,1021.1,54
2/20/2018,-2.5,-5.1,-1.3,0,0,26,6.1,19.4,1018.8,24
2/21/2018,-2.7,-5.9,0.5,0,0,37,10.8,27,1024,378
2/22/2018,-2.9,-5.7,1.1,0,0,53,14.8,44.3,1023.7,378
2/23/2018,-5.3,-8.1,-1.7,0,0,55,14.8,38.5,1024,546
2/24/2018,-5.7,-9.5,-0.8,0,0,62,15.8,45.7,1027.6,276
2/25/2018,-8,-11.2,-4.4,0,0,54,14,38.9,1030.1,504
2/26/2018,-8.2,-10.4,-6.1,0,0,43,14.8,40.7,1026.9,72
2/27/2018,-9.9,-14.6,-5.3,0,0,44,13.3,34.6,1022,576
2/28/2018,-11,-14.1,-7.7,0,0,62,15.5,37.4,1023.5,30
3/1/2018,-8.8,-12.8,-4.3,0,0,66,19.1,43.9,1014.2,576
3/2/2018,-8.5,-12.7,-3.6,0,0,59,15.1,38.9,1003.4,306
3/3/2018,-6,-8.5,-2.7,0.1,0,63,12.2,27.7,1002.3,36
3/4/2018,-0.8,-7.5,6.4,0,0,46,9.4,25.6,1000.8,204
3/5/2018,5.2,-0.4,9.8,0,0,178,13.7,39.2,996.8,378
3/6/2018,0.3,-3.3,3.2,0,0,54,7.2,19.1,992.7,0
3/7/2018,3.4,-1.6,9.9,0.3,0,222,19.1,54.4,994.5,144
3/8/2018,5.3,1.8,8.9,1.9,0,223,29.9,74.5,1001.9,348
3/9/2018,4.1,0.9,7.1,0.3,0,221,21.6,41.4,1007.3,318
3/10/2018,9.4,4.6,15.2,0,0,199,19.8,42.8,1003.6,282
3/11/2018,12.1,6.3,18.3,3,0,174,15.5,36.7,997.6,426
3/12/2018,8.6,7,10.3,3.5,0,230,17.6,40,993.4,18
3/13/2018,6.9,2.2,10.7,2.8,0,236,28.1,59,1001,198
3/14/2018,3.2,0.6,5.3,0.2,0,296,13,31.7,1011.3,6
3/15/2018,3.5,-1.6,9.7,5.1,0,85,15.5,38.5,1003.9,498
3/16/2018,-0.4,-3.8,1.9,7.5,10,48,15.8,37.1,1004.1,0
3/17/2018,-6.2,-7.4,-3.8,0,40,55,22.7,49,1009.5,0
3/18/2018,-6,-7.9,-4.2,0,50,64,27,59.8,1012.1,342
3/19/2018,-5.7,-9.2,-2.3,0,40,53,14.4,39.2,1013.9,624
3/20/2018,-4.6,-10.8,-0.3,0.8,20,285,16.6,45.4,1017.4,0
3/21/2018,-2,-9,3.4,0,20,259,11.2,20.9,1027.1,654
3/22/2018,0.7,-1.9,2.6,0.4,0,233,22,45.4,1015.3,0
3/23/2018,3.3,0.6,6.3,0.1,0,254,13,23,1007.2,6
3/24/2018,4.8,-0.7,9.4,0,0,93,9.7,32.4,1003.9,486
3/25/2018,4.3,-3,10.4,0,0,,7.9,21.6,1007.3,606
3/26/2018,4.6,1.6,8.5,0.6,0,281,9.7,28.4,1013.3,42
3/27/2018,4.1,-1.2,9,0.6,0,154,7.9,26.6,1013.1,318
3/28/2018,6.3,4.1,9.2,3.8,0,202,16.2,54.4,1002,0
3/29/2018,4,0.1,8.6,0.8,0,246,25.2,59.4,1005.3,156
3/30/2018,6.5,-0.2,12.7,9.9,0,131,13.3,36.4,1004,414
3/31/2018,4,2.4,6.2,1.4,0,349,11.9,28.4,998.8,6
4/1/2018,3.1,0.6,6.1,0.4,0,284,17.3,38.2,1006,54
4/2/2018,6.4,-0.9,11.5,0.1,0,215,16.2,36,1009.2,462
4/3/2018,13.4,7.7,19.3,0,0,211,22,47.2,1003.2,396
4/4/2018,13.4,7.4,20.7,2.2,0,203,20.2,83.2,1002.6,378
4/5/2018,7.5,0,12.2,2.1,0,241,26.6,60.1,1010.6,162
4/6/2018,5.7,-2,12.7,0,0,134,11.5,36.4,1022.6,726
4/7/2018,12.2,2.8,22.8,0,0,104,11.5,32,1014.3,726
4/8/2018,13.7,8,20.2,0,0,107,12.6,33.1,1008.7,732
4/9/2018,12.9,5,19.5,0,0,79,8.6,26.3,1005.1,438
4/10/2018,14.1,5.8,21.2,0,0,29,11.5,47.9,1002.6,720
4/11/2018,11.8,8,15.5,1.1,0,92,9.4,29.9,1006.4,288
4/12/2018,14.7,8.5,21.2,0,0,65,11.9,28.8,1001.6,330
4/13/2018,12.3,9,17,8.2,0,31,18,54.7,1005,66
4/14/2018,13.4,8.8,18.8,0,0,224,19.4,43.2,1016.9,540
4/15/2018,13.9,7.8,18.8,0.2,0,38,7.9,19.4,1012.5,444
4/16/2018,13.2,10.3,16.4,11.3,0,309,7.6,21.2,1013.9,30
4/17/2018,13.2,7.5,18.6,0,0,129,7.4,,1025.2,516
4/18/2018,16,7.7,22.2,0,0,119,9.9,,1030.7,762
4/19/2018,17.1,8,23.6,0,0,88,10.1,29.9,1029,768
4/20/2018,18.5,9.7,25.3,0,0,143,7.6,16.9,1022.7,768
4/21/2018,16.8,10.3,22.6,0,0,3,8.3,25.9,1019.1,714
4/22/2018,17.4,10.1,25.5,0.2,0,172,9,32,1013.8,612
4/23/2018,15.8,9.1,21.1,0.4,0,261,15.1,41.4,1012.9,246
4/24/2018,13.2,7.2,17.2,0,0,227,18,40,1014.6,252
4/25/2018,12.7,7.3,17.3,0.7,0,231,22.7,64.1,1009.6,300
4/26/2018,8.7,5.7,12.2,1.7,0,256,19.8,56.5,1015.1,378
4/27/2018,10.8,3.8,16.9,0,0,160,10.4,33.8,1012.7,636
4/28/2018,13.3,5,19.9,2,0,230,15.8,45.4,1010.7,546
4/29/2018,15.8,9.7,21.8,0,0,71,10.8,30.6,1007.1,630
4/30/2018,14,10.4,17.6,0,0,224,24.1,60.5,1001.3,456
5/1/2018,9.3,4.1,13.4,0,0,230,27.4,61.9,1010.8,678
5/2/2018,8.8,1.1,14.5,0,0,81,8.6,31.7,1013.3,96
5/3/2018,11.6,5.7,16.1,0,0,329,11.5,28.4,1015,228
5/4/2018,10.9,7.5,14.7,0,0,45,10.4,28.1,1022.3,72
5/5/2018,12.2,5.2,18.1,0,0,47,12.2,39.6,1025.1,828
5/6/2018,14.1,6.3,19.7,0,0,61,10.8,38.2,1024.3,834
5/7/2018,15.5,6.7,21.5,0,0,61,10.8,37.4,1019.9,834
5/8/2018,17,8.2,23.3,0,0,68,10.4,36.4,1012.5,834
5/9/2018,17.4,9.6,23.6,0,0,47,10.4,31,1007.6,630
5/10/2018,15.1,10.6,23,9.7,0,220,11.9,37.4,1009.2,420
5/11/2018,13.5,9.6,17.3,0,0,4,7.9,20.5,1018.8,186
5/12/2018,16.2,11.7,22.7,6.5,0,32,9,47.2,1014.8,462
5/13/2018,18.3,12.6,24.5,0,0,45,11.2,43.9,1009.2,738
5/14/2018,17.4,11.6,23.5,0,0,40,15.1,47.5,1010.1,852
5/15/2018,13,8.8,19.2,9.4,0,18,11.5,38.9,1013.4,282
5/16/2018,13.7,10.6,16.9,0.9,0,356,9.7,29.5,1012.8,174
5/17/2018,12.8,8.8,16.4,0,0,295,20.2,38.2,1015.8,672
5/18/2018,10.1,7.9,12.5,0,0,305,11.2,26.6,1020,12
5/19/2018,12.1,8.6,16,0,0,42,6.8,23,1021.2,312
5/20/2018,14.8,8.3,20.5,0,0,41,11.2,39.6,1021.9,858
5/21/2018,16,9.7,21.7,0,0,55,13,45,1016.9,870
5/22/2018,17.3,10.5,23.3,0,0,35,9.4,30.2,1013,714
5/23/2018,17.5,12,23.8,0,0,41,13.3,47.9,1018,522
5/24/2018,14.8,13.3,16.4,15.8,0,53,10.4,26.3,1019.6,0
5/25/2018,17.4,13.4,21.8,1.6,0,62,6.5,25.9,1018.8,264
5/26/2018,19.2,11.4,24.9,0,0,76,7.2,27.7,1020.3,780
5/27/2018,18.8,12.9,23.9,0.7,0,60,7.6,27.4,1018.9,450
5/28/2018,21.5,13.5,27.3,0,0,81,9,27.7,1017,852
5/29/2018,22,16.4,26.8,7.1,0,69,10.1,45.4,1012.4,408
5/30/2018,20.5,15.9,24.4,0,0,324,7.9,20.2,1013.8,420
5/31/2018,21.6,15.1,26.5,0,0,13,6.5,24.1,1013.4,522
6/1/2018,20.3,15.8,24.3,0,0,220,15.8,39.6,1014.5,522
6/2/2018,17.4,14.4,20.9,0.1,0,262,15.1,33.8,1017.1,120
6/3/2018,18.6,11.9,23.8,0,0,307,8.3,20.5,1016.9,606
6/4/2018,19.9,12.8,25.5,0,0,355,8.3,27.7,1011.7,816
6/5/2018,17.4,14.2,22.1,0,0,23,7.9,25.9,1012.1,360
6/6/2018,19.3,12.2,24.9,0,0,64,10.8,33.5,1013.5,840
6/7/2018,19.4,13.2,26.5,0,0,30,9.7,41.4,1014.2,378
6/8/2018,22.6,16.9,27.7,0,0,138,7.9,24.5,1011.6,636
6/9/2018,21.2,14.3,28.4,0,0,308,9.4,48.6,1010.7,504
6/10/2018,20,16.4,25,0,0,269,11.9,27.7,1010.1,336
6/11/2018,17.3,15.2,20.4,1.5,0,29,7.2,19.1,1010.6,6
6/12/2018,15.5,12.8,18.2,0,0,347,10.4,26.3,1010.1,42
6/13/2018,13.2,11.7,14.9,0,0,318,14,31.3,1013.2,24
6/14/2018,15.4,11.6,21.2,0,0,255,10.4,42.8,1015.2,600
6/15/2018,16.7,12.4,19.7,0,0,236,6.8,20.2,1016.5,90
6/16/2018,19.8,15.7,24.5,0,0,213,7.2,20.9,1014.8,180
6/17/2018,17.7,12.7,22,0,0,257,13.7,40,1016,342
6/18/2018,17.4,13.3,22.1,0,0,262,15.5,36.7,1020.2,444
6/19/2018,18.7,13.8,22.2,0,0,263,14.4,36.7,1022,210
6/20/2018,21.3,12.7,28.4,0,0,240,9,29.5,1019.6,756
6/21/2018,17,8.5,25.2,0.7,0,258,22,65.5,1014.8,672
6/22/2018,10.4,6.6,15.2,1.2,0,268,24.1,54.4,1021,192
6/23/2018,10.6,7.3,13.2,0.7,0,266,15.8,41,1023.2,12
6/24/2018,13,10.3,16.9,0.3,0,291,14.8,36,1020.4,120
6/25/2018,14.9,11.4,19.9,0.1,0,294,12.6,35.6,1021.3,210
6/26/2018,17.1,12.8,22.9,0.3,0,349,9,32.4,1022.5,444
6/27/2018,17.9,13.4,22.4,0,0,30,12.6,34.9,1023,750
6/28/2018,19.6,12.8,26.8,0,0,34,13.3,49.3,1019.8,468
6/29/2018,22.5,16.3,29,0,0,13,12.6,33.8,1015.2,798
6/30/2018,17.5,12.3,22.5,0,0,48,14.8,43.2,1017,798
7/1/2018,16.1,10,21.3,0,0,68,13,41,1018.7,906
7/2/2018,16.9,7,23.4,0,0,45,9.7,31.3,1017,906
7/3/2018,19.3,8,26.7,0,0,121,7.6,29.9,1016.1,900
7/4/2018,21.9,9.3,29.6,0,0,250,9.7,30.2,1013.2,654
7/5/2018,21.8,15.4,29.9,4.6,0,249,15.8,47.5,1011,696
7/6/2018,18,12.5,22.4,0,0,297,14.8,38.2,1017,588
7/7/2018,17.7,8.9,24.9,0,0,299,15.5,39.2,1020.6,870
7/8/2018,18.6,10.7,25.3,0,0,320,10.8,27,1020.6,540
7/9/2018,18.4,11.5,24.5,2.4,0,302,14,42.8,1019.1,654
7/10/2018,14.8,11.5,19.1,7.2,0,296,8.6,33.1,1015.1,108
7/11/2018,14.5,11.7,18.8,0.8,0,260,7.9,34.6,1014.4,108
7/12/2018,16.8,11.3,22.9,0.4,0,277,16.2,41.8,1015.6,180
7/13/2018,20.2,12.5,27.2,0,0,291,14.4,33.8,1017.8,780
7/14/2018,20,11.8,27.2,0,0,322,7.9,25.2,1018,720
7/15/2018,20.2,13.6,26.3,0,0,39,9.4,30.2,1015.6,834
7/16/2018,19.8,13.9,25.5,0,0,68,9.7,29.2,1012.9,528
7/17/2018,22.2,12.2,30,0,0,266,16.6,43.6,1012,834
7/18/2018,21.1,15.5,26.3,0,0,300,16.2,42.8,1015.6,726
7/19/2018,20,10.2,27.2,0,0,340,8.6,29.5,1016.6,876
7/20/2018,21.8,10.8,29.1,0,0,20,7.2,24.5,1012.9,738
7/21/2018,19,16.2,23.6,3.7,0,331,10.1,29.5,1011,150
7/22/2018,18.3,15.8,23,0.1,0,228,10.8,20.9,1013.6,96
7/23/2018,22.1,14.4,29.1,0,0,265,9,27.7,1015.3,672
7/24/2018,23.9,14.2,30.9,0,0,78,7.6,29.9,1014.2,864
7/25/2018,25.8,16.2,32.5,0,0,44,8.6,33.8,1013.7,744
7/26/2018,26.1,18.1,32.2,0,0,54,10.4,33.5,1014.7,858
7/27/2018,24.2,16.6,31.1,4.7,0,66,10.4,42.8,1012.8,600
7/28/2018,23.3,16.8,31.2,0.6,0,211,11.5,58.7,1008.4,474
7/29/2018,22.9,15.4,29.8,0,0,156,10.1,27.7,1014.1,396
7/30/2018,26.8,17.4,33.3,0,0,146,8.6,33.1,1014.2,726
7/31/2018,28,17.9,36.5,1,0,233,8.3,37.4,1014.1,654
8/1/2018,24.4,19.4,31.1,41.3,0,3,10.1,27.7,1018.6,468
8/2/2018,22.8,16.3,27.1,1,0,53,10.1,80.3,1021.3,504
8/3/2018,25.3,18.2,31.5,0,0,29,7.2,27,1019.7,798
8/4/2018,26,18.4,32.1,0,0,348,7.6,26.3,1016.1,558
8/5/2018,21.7,16,26.3,0,0,360,10.1,28.1,1019.1,372
8/6/2018,22.1,11.8,29.5,0,0,99,7.9,24.8,1016.8,828
8/7/2018,26.8,16,34.7,0,0,189,13,43.6,1010.3,540
8/8/2018,26.1,19.5,32.6,0,0,220,18.4,48.2,1010.5,594
8/9/2018,24.4,18.1,33.9,0,0,184,16.2,83.5,1011.9,546
8/10/2018,19.2,14.8,23.6,0,0,249,21.6,46.4,1020.2,528
8/11/2018,17.8,11.6,23,0,0,238,18,51.8,1020.4,462
8/12/2018,19,8,27.4,0,0,215,10.8,29.9,1015.6,732
8/13/2018,19.1,11.7,27.1,0.7,0,211,17.3,54,1008.2,342
8/14/2018,17.7,13.5,22.4,0.1,0,248,20.2,45,1012.4,288
8/15/2018,18.3,13,23.8,0,0,263,10.8,32.4,1018.6,312
8/16/2018,21.2,10.9,29.8,0,0,210,8.3,29.2,1015.6,786
8/17/2018,22.2,14.1,30.1,0.3,0,282,11.2,36.7,1014.3,558
8/18/2018,20.5,16.3,25.6,0,0,43,7.2,24.1,1020.1,312
8/19/2018,21.8,13.1,30.9,0,0,242,11.2,40.7,1018.8,768
8/20/2018,20.1,13.3,24.5,0,0,270,12.6,30.6,1018,114
8/21/2018,20,16.1,24,0,0,41,8.6,22.3,1019.8,156
8/22/2018,21.7,13.3,29.6,0,0,44,7.2,23,1016.7,552
8/23/2018,22.4,15.1,32.2,1.5,0,204,15.5,59,1010.8,486
8/24/2018,17.5,13.5,22.5,1.2,0,246,16.2,49.3,1009.8,138
8/25/2018,13.6,7.2,16.9,0,0,232,19.1,53.3,1010.8,258
8/26/2018,12.8,5.7,19.7,0,0,244,15.1,37.8,1015.9,594
8/27/2018,16.2,11,21.4,0,0,204,24.8,56.9,1013.1,180
8/28/2018,17.9,14.3,22.7,0,0,313,7.9,24.8,1018.4,522
8/29/2018,20.6,11.6,29,0.5,0,171,9.4,35.6,1013,708
8/30/2018,16.5,11,20.1,0,0,270,19.1,42.5,1016.3,102
8/31/2018,14.1,8.8,19,0,0,322,9.4,22.3,1021.2,216
9/1/2018,14.2,5.4,20.5,0,0,355,10.1,35.3,1024.1,576
9/2/2018,13.7,12.5,14.5,10.9,0,26,11.2,32.8,1023.1,0
9/3/2018,15.7,13.5,17.7,5,0,9,6.1,21.2,1016.8,0
9/4/2018,19.1,13.4,25.2,0,0,29,7.6,22.7,1015.4,582
9/5/2018,18.8,12.7,24.6,0,0,59,6.8,27.4,1016.5,684
9/6/2018,18.7,13.8,26.2,5.3,0,88,7.2,52.2,1011.2,336
9/7/2018,16.2,10.9,22.6,0.1,0,257,14.8,48.2,1012.8,246
9/8/2018,14.3,7.4,20.6,0,0,235,10.4,32.8,1019.9,660
9/9/2018,16.8,10.6,23.1,0,0,209,11.9,27,1020.9,240
9/10/2018,18.4,9.1,26.1,0,0,224,15.1,43.2,1020.8,306
9/11/2018,19.6,12.7,26.3,0,0,229,19.4,43.9,1021.1,672
9/12/2018,20.8,12.7,28.8,0,0,229,18,48.6,1019,702
9/13/2018,14.1,12.7,15.2,0.2,0,44,8.6,23.8,1019.7,0
9/14/2018,14.1,10.9,18.6,0.2,0,31,6.8,15.8,1019.7,180
9/15/2018,14.3,8.8,20.6,0,0,262,13,34.2,1022.7,450
9/16/2018,15.2,7,23.1,0,0,184,7.9,23,1022.7,648
9/17/2018,17.4,7.2,25.8,0,0,189,9.7,19.4,1019,594
9/18/2018,20.8,10.6,29.4,0,0,201,16.6,42.8,1014.8,672
9/19/2018,22,14.4,28.5,0,0,218,16.6,43.2,1017.1,594
9/20/2018,21.7,16,28.5,0,0,208,16.6,46.1,1016,558
9/21/2018,18.3,10.6,26.7,2.4,0,210,28.4,79.2,1009.5,168
9/22/2018,12.2,9.7,16.1,0.9,0,244,25.9,51.8,1018.6,174
9/23/2018,9.8,6.6,12.3,47.3,0,174,15.8,53.3,1011.6,0
9/24/2018,8.6,4.8,12.9,0.4,0,282,23,52.9,1028.4,300
9/25/2018,7.6,2.5,13.2,0,0,286,11.2,26.3,1037.7,510
9/26/2018,10,2,15.9,0,0,211,15.5,31.7,1033.6,606
9/27/2018,14.2,7.4,23.5,0,0,226,13.3,28.1,1026.6,564
9/28/2018,10.1,5.2,14.6,0.1,0,305,13,26.3,1023.4,156
9/29/2018,7.3,0.7,13.1,0,0,63,8.3,20.9,1027.9,624
9/30/2018,9.4,2.3,16.7,0,0,129,9,19.4,1017.1,636
10/1/2018,6.9,2.5,13.7,0.4,0,269,17.6,51.8,1015,126
10/2/2018,6.8,2.4,10.4,0.2,0,239,28.1,60.5,1017.8,12
10/3/2018,10.3,5.4,14.1,0,0,268,22.3,53.6,1021.8,216
10/4/2018,9.3,2.4,15.1,0,0,240,11.2,21.2,1026.7,42
10/5/2018,12.8,4.5,19.9,0,0,154,11.2,26.6,1020.2,618
10/6/2018,16.3,8.9,24.1,0,0,194,14.8,37.4,1010.7,414
10/7/2018,11.2,6.8,15.1,0,0,333,11.5,27.7,1016.5,42
10/8/2018,9.8,5.7,15,0,0,53,6.5,15.1,1021.8,312
10/9/2018,12.5,5.4,19.6,0,0,161,7.9,15.1,1022.4,414
10/10/2018,13.4,7.1,21.2,0,0,128,9,26.3,1019.8,588
10/11/2018,16.4,9.6,24.6,0,0,118,11.5,27.7,1015.2,594
10/12/2018,18.2,12.1,24.3,0,0,188,11.2,25.2,1021,588
10/13/2018,17.7,12.9,25.3,0,0,130,11.5,27.7,1021,588
10/14/2018,16.1,9.2,23.1,0,0,152,13.7,27.4,1013.6,582
10/15/2018,15,8.2,22,0,0,195,9.4,19.8,1014.1,576
10/16/2018,13.1,7,20.9,0,0,251,12.2,23,1017.9,96
10/17/2018,13.4,7.7,20.4,0,0,217,8.6,15.8,1018.8,378
10/18/2018,11.5,5.9,16.1,0,0,268,9.4,28.1,1021.4,60
10/19/2018,10.8,7.6,12.9,0,0,49,8.6,19.4,1024.5,24
10/20/2018,8.5,3.1,13.9,0,0,325,8.6,22.7,1028.5,462
10/21/2018,7.8,3,13.4,0,0,225,9.4,22.3,1028.6,252
10/22/2018,6.2,1.7,11.5,0.6,0,250,14,40.7,1029,12
10/23/2018,7.1,2,10.4,3.3,0,247,31.3,68.8,1020.7,0
10/24/2018,10.6,9.4,12.1,5,0,294,24.8,53.3,1017.4,48
10/25/2018,10.9,9.5,12.7,0,0,265,24.5,48.2,1015.6,6
10/26/2018,9.4,7.9,11.3,0.1,0,234,21.2,50.4,1007.6,42
10/27/2018,5.9,4.1,8.3,0,0,254,15.8,50,1007.5,12
10/28/2018,3,1.7,4.1,1.6,0,34,18,44.6,1012.2,0
10/29/2018,2.8,2.3,3.6,0.2,0,56,17.3,37.4,1003.3,0
10/30/2018,6.2,3.6,10.7,0,0,166,27.4,70.6,994.9,132
10/31/2018,7.6,2.7,12.5,0,0,168,15.1,43.6,1015.6,330
11/1/2018,5.6,1.4,9.3,0,0,145,8.3,32,1013,156
11/2/2018,8.9,6.1,12.7,0,0,233,14.4,46.4,1021.6,288
11/3/2018,6.8,5.2,8.8,0,0,34,6.5,20.9,1027.9,18
11/4/2018,7.4,6,9.1,0,0,28,6.5,11.9,1018.5,0
11/5/2018,8.2,3,10.9,0,0,44,5.8,15.8,1010.6,66
11/6/2018,7.9,1.7,11.1,0,0,127,8.6,22.7,1009.5,402
11/7/2018,9.3,4.3,15.1,0,0,210,9.7,23.8,1011.8,480
11/8/2018,9.8,5.8,13.1,0.2,0,226,9.4,20.2,1020.1,42
11/9/2018,8,5.4,10,0,0,94,8.6,28.4,1016.1,66
11/10/2018,9.8,5.9,14.5,0,0,173,17.6,32.8,1009.3,270
11/11/2018,10.9,7.5,13.6,0,0,188,23.8,53.6,1011.1,294
11/12/2018,14.2,9.8,19.6,0.9,0,195,22.7,48.2,1015.9,306
11/13/2018,10.2,5.2,13.2,1.4,0,225,20.2,50.8,1023.4,174
11/14/2018,6.1,1.1,11.2,0,0,213,11.9,22.7,1029.9,432
11/15/2018,1.6,-1.8,3.6,0,0,340,5.8,14.4,1029,192
11/16/2018,1.7,-1,4.7,0,0,31,7.6,23,1031.9,264
11/17/2018,-0.8,-3,1,0,0,46,9,26.6,1034.3,0
11/18/2018,-2.3,-4.7,-0.2,2.8,0,45,7.9,19.8,1029.8,174
11/19/2018,1.1,-0.9,2.7,0.4,0,50,18,48.6,1018.7,0
11/20/2018,-0.2,-0.7,0,1.7,0,65,18.7,45.4,1013.2,0
11/21/2018,-0.1,-0.5,0.6,0.5,10,59,13,27.7,1018.3,0
11/22/2018,0.7,-0.3,1.8,0.3,10,57,6.8,16.6,1021.7,0
