index,mean_distance
0,1.2939348956480268
1,1.293934895648027
2,1.2939348956480272
3,1.293934895648027
4,1.2939348956480268
5,1.2939348956480268
6,1.2939348956480272
7,1.293934895648027
8,1.2939348956480268
9,1.2939348956480268
10,1.2939348956480272
11,1.3399837091347502
12,1.4839722517848886
13,1.4839722517848886
14,1.4839722517848886
15,1.4839722517848886
16,1.4839722517848886
17,1.4839722517848886
18,1.4839722517848886
19,1.4839722517848886
20,1.4839722517848886
21,1.4839722517848886
22,1.4839722517848886
23,1.4839722517848886
24,1.4919146491418658
25,1.4919146491418658
26,1.4919146491418656
27,1.4919146491418658
28,1.4919146491418658
29,1.4919146491418658
30,1.4919146491418653
31,1.4919146491418656
32,1.4919146491418658
33,1.4919146491418658
34,1.4919146491418653
35,1.3585741847609618
36,1.495374443488448
37,1.495374443488448
38,1.495374443488448
39,1.495374443488448
40,1.495374443488448
41,1.495374443488448
42,1.495374443488448
43,1.495374443488448
44,1.495374443488448
45,1.495374443488448
46,1.495374443488448
47,1.495374443488448
48,1.5007877505788156
49,1.5007877505788156
50,1.5007877505788154
51,1.5007877505788156
52,1.5007877505788156
53,1.5007877505788156
54,1.5007877505788156
55,1.5007877505788156
56,1.5007877505788156
57,1.5007877505788156
58,1.5007877505788156
59,1.376539196493277
60,1.5182755867842055
61,1.5182755867842055
62,1.5182755867842055
63,1.5182755867842055
64,1.5182755867842055
65,1.5182755867842055
66,1.5182755867842055
67,1.5182755867842055
68,1.5182755867842055
69,1.5182755867842055
70,1.5182755867842055
71,1.5182755867842055
72,1.5228234220492323
73,1.522823422049232
74,1.522823422049232
75,1.522823422049232
76,1.522823422049232
77,1.522823422049232
78,1.522823422049232
79,1.522823422049232
80,1.522823422049232
81,1.522823422049232
82,1.522823422049232
83,1.3867419695940935
84,1.5233841535953745
85,1.5233841535953745
86,1.5233841535953745
87,1.5233841535953747
88,1.5233841535953745
89,1.5233841535953745
90,1.5233841535953745
91,1.5233841535953747
92,1.5233841535953745
93,1.5233841535953745
94,1.5233841535953745
95,1.5233841535953747
96,1.5275019764842452
97,1.5275019764842452
98,1.5275019764842452
99,1.5275019764842452
