index,mean_distance
0,1.2941935354358853
1,1.2941935354358853
2,1.2941935354358853
3,1.2941935354358853
4,1.2941935354358853
5,1.2941935354358853
6,1.2941935354358853
7,1.2941935354358853
8,1.2941935354358853
9,1.2941935354358853
10,1.2941935354358853
11,1.3344299844758456
12,1.4803385549315957
13,1.4803385549315957
14,1.4803385549315957
15,1.4803385549315957
16,1.4803385549315957
17,1.4803385549315957
18,1.4803385549315957
19,1.4803385549315957
20,1.4803385549315957
21,1.4803385549315957
22,1.4803385549315957
23,1.4803385549315957
24,1.4882576323322474
25,1.4882576323322474
26,1.4882576323322474
27,1.4882576323322474
28,1.4882576323322474
29,1.4882576323322474
30,1.4882576323322474
31,1.4882576323322474
32,1.4882576323322474
33,1.4882576323322474
34,1.4882576323322474
35,1.3630772530686854
36,1.499667886493876
37,1.499667886493876
38,1.499667886493876
39,1.499667886493876
40,1.499667886493876
41,1.499667886493876
42,1.499667886493876
43,1.499667886493876
44,1.499667886493876
45,1.499667886493876
46,1.499667886493876
47,1.499667886493876
48,1.505558332017994
49,1.505558332017994
50,1.505558332017994
51,1.505558332017994
52,1.505558332017994
53,1.505558332017994
54,1.505558332017994
55,1.5055583320179942
56,1.505558332017994
57,1.505558332017994
58,1.505558332017994
59,1.3801991968294747
60,1.5205592629169582
61,1.5205592629169582
62,1.5205592629169582
63,1.5205592629169582
64,1.5205592629169582
65,1.5205592629169582
66,1.5205592629169582
67,1.5205592629169582
68,1.5205592629169582
69,1.5205592629169582
70,1.5205592629169582
71,1.5205592629169582
72,1.5255207279007799
73,1.5255207279007803
74,1.5255207279007799
75,1.5255207279007803
76,1.5255207279007799
77,1.5255207279007803
78,1.5255207279007799
79,1.5255207279007799
80,1.5255207279007799
81,1.5255207279007803
82,1.5255207279007799
83,1.3778469913078553
84,1.5172970699917208
85,1.5172970699917208
86,1.5172970699917208
87,1.5172970699917208
88,1.5172970699917208
89,1.5172970699917208
90,1.5172970699917208
91,1.5172970699917208
92,1.5172970699917208
93,1.5172970699917208
94,1.5172970699917208
95,1.5172970699917208
96,1.5216266457913992
97,1.5216266457913992
98,1.5216266457913992
99,1.5216266457913992
